analysis_group,model,forget_set,method,beta,gamma,alpha,extraction_strength,extraction_strength_retain,model_utility,extraction_strength_norm,extraction_strength_retain_norm,model_utility_norm,folder
phi-1_5_forget10,phi-1_5,forget10,NPO,0.05,0.4,,0.04760536079240575,0.09261195351664865,0.3342022536516453,0.002498988265685107,0.015378779130495625,0.21924358957022747,tofu_phi-1_5_forget10_NPO_beta0.05_gamma0.4_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.0,0.1,,0.16163639028979465,0.4940381654697657,0.3980395322275544,0.8786651248013722,0.5453603899205948,0.8187156509975626,tofu_phi-1_5_forget10_SimNPO_beta2.0_gamma0.1_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.5,0.175,,0.13266995303184723,0.4719289889406823,0.3965807321051079,0.6560992887007666,0.5161708237158479,0.8050166034171813,tofu_phi-1_5_forget10_SimNPO_beta2.5_gamma0.175_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.25,0.125,,0.15361243175853614,0.48520158769314237,0.39601055444658617,0.8170124257330338,0.5336939277303434,0.799662277794929,tofu_phi-1_5_forget10_SimNPO_beta2.25_gamma0.125_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.5,0.15,,0.14197194923483303,0.4824048468921091,0.3959340138741747,0.7275718879674979,0.5300015400621783,0.798943513841485,tofu_phi-1_5_forget10_SimNPO_beta2.5_gamma0.15_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.0,0.175,,0.12257708700800402,0.4743875812725302,0.3957817695760731,0.5785499806776772,0.5194167720010114,0.7975138444498769,tofu_phi-1_5_forget10_SimNPO_beta2.0_gamma0.175_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.5,0.1,,0.17742784827462763,0.49704966855909594,0.4000227523163318,1.0,0.5493363167800221,0.8373393307878872,tofu_phi-1_5_forget10_SimNPO_beta2.5_gamma0.1_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.25,0.2,,0.12019527211666581,0.47115001242553317,0.39430639662812955,0.5602491237926243,0.5151423825827746,0.7836591676496099,tofu_phi-1_5_forget10_SimNPO_beta2.25_gamma0.2_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.0,0.2,,0.11383145547837176,0.4603152309757724,0.39476099651150615,0.5113522519308885,0.5008377986908449,0.7879281455147664,tofu_phi-1_5_forget10_SimNPO_beta2.0_gamma0.2_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.25,0.1,,0.17068125629594866,0.4964772315949317,0.39801306604780484,0.948162044534754,0.5485805587968365,0.8184671169797206,tofu_phi-1_5_forget10_SimNPO_beta2.25_gamma0.1_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.5,0.125,,0.15732452129244828,0.4810549453090641,0.3977293981907906,0.8455345495772005,0.5282193370218997,0.8158032979887092,tofu_phi-1_5_forget10_SimNPO_beta2.5_gamma0.125_epoch5
phi-1_5_forget10,phi-1_5,forget10,SimNPO,2.25,0.175,,0.12492698073726992,0.47927267959736725,0.39578965012183703,0.5966055688725334,0.5258663066900107,0.7975878477144219,tofu_phi-1_5_forget10_SimNPO_beta2.25_gamma0.175_epoch5
phi-1_5_forget10,phi-1_5,forget10,TVC,0.8,,0.8,0.10289306718034447,0.8383977673169687,0.41734435097284583,0.4273063088463426,1.0,1.0,model_a0.8_b0.8
phi-1_5_forget10,phi-1_5,forget10,TVC,1.0,,1.2,0.06125307081172168,0.7307282621577019,0.41706290084408754,0.10736221201179041,0.8578496967110222,0.997357006867467,model_a1.2_b1.0
phi-1_5_forget10,phi-1_5,forget10,TVC,0.8,,1.0,0.0759246013933115,0.8109458283711328,0.41237082249317375,0.22009203935261157,0.9637566696229475,0.9532954499817644,model_a1.0_b0.8
phi-1_5_forget10,phi-1_5,forget10,TVC,1.0,,1.0,0.07235496656323637,0.7742474426349816,0.41691228043122525,0.19266447712068616,0.9153057488641572,0.9959425867761683,model_a1.0_b1.0
phi-1_5_forget10,phi-1_5,forget10,TVC,1.2,,1.2,0.055927605981773355,0.6855427223403394,0.40432177073300046,0.06644359568535141,0.7981936392246147,0.8777098085063252,model_a1.2_b1.2
