forget_split,method,beta,gamma,epoch,exact_memorization,extraction_strength,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_quality,forget_truth_ratio,model_utility,privleak,retain_Q_A_Prob,retain_Q_A_ROUGE,exp_name,es_norm,fq_norm,rouge_norm,composite_score
forget10,NPO,0.1,0.5,5,0.6420593969523907,0.06873891871753925,0.19162100988440214,0.4194422088102612,0.0007748993373290397,0.6154274637423148,0.3664894883910283,-46.17471403240414,0.37139750881120565,0.45478558680978304,tofu_phi-1_5_forget10_NPO_beta0.1_gamma0.5_epoch5,0.8928232439995881,0.9980308886466522,0.36606177540372675,0.7716174790473022
forget10,NPO,0.05,0.2,5,0.5025111841410399,0.04772967027019007,0.03937052634500105,0.3240940762152168,0.32218506015364723,0.636821077465046,0.3726965411880156,49.380504091607584,0.3909093699418008,0.4235772300092088,tofu_phi-1_5_forget10_NPO_beta0.05_gamma0.2_epoch5,0.9977547201386565,0.18128945363492266,0.1894591596147614,0.4695032087051811
forget10,NPO,0.05,0.4,5,0.5082149394974113,0.04760536079240575,0.05110100135723769,0.32736586181566324,0.019594795142993927,0.6627312292610344,0.3342022536516453,29.116307313838846,0.20338501962367445,0.40850711052055827,tofu_phi-1_5_forget10_NPO_beta0.05_gamma0.4_epoch5,0.9983755884688432,0.9502072956773114,0.10417999740334419,0.7132580086721574
forget10,SimNPO,2.25,0.1,5,0.8424171535670757,0.17068125629594866,0.5664632585644722,0.46191950085983324,3.277026375806354e-14,0.5116519948580123,0.39801306604780484,-96.78003844975727,0.7826228092238307,0.557854823790732,tofu_phi-1_5_forget10_SimNPO_beta2.25_gamma0.1_epoch5,0.38366843106198434,0.9999999999999635,0.949312504512074,0.7690777022253039
forget10,SimNPO,2.75,0.15,5,0.8168815732002258,0.1510675607837991,0.4851509072445333,0.4457858433480538,3.1252666340221845e-13,0.5167079230176426,0.39377743169830814,-94.49843099998002,0.7793428632616997,0.5564896064163009,tofu_phi-1_5_forget10_SimNPO_beta2.75_gamma0.15_epoch5,0.48162976593742346,0.9999999999992526,0.9415869789105257,0.8010465117509942
forget05,NPO,0.05,0.2,5,0.5421592450141907,0.06144571146382481,0.05935469844407635,0.3874609680013744,0.0020827633834865906,0.680334092515314,0.35226882475572846,24.58243946911086,0.2829513410385698,0.4647807275461412,tofu_phi-1_5_forget05_NPO_beta0.05_gamma0.2_epoch5,0.9292494400550199,0.9947074505974445,0.42262252323480826,0.800171668698805
forget05,NPO,0.05,0.4,5,0.5113832850754261,0.05818962993909801,0.04410587630278315,0.3526902488589681,0.004304993380033157,0.6875183565883711,0.3013558029618893,21.29558687997307,0.1507480747019872,0.4221796937813107,tofu_phi-1_5_forget05_NPO_beta0.05_gamma0.4_epoch5,0.9455120608562815,0.9890604999481686,0.1815507472916201,0.7315656204690435
forget05,SimNPO,2.5,0.1,5,0.8616235893964768,0.22345236492913906,0.5943251033872365,0.4920839250144248,5.951062636424447e-11,0.4835046207072549,0.40474508384321656,-97.73597914530555,0.8034874384105205,0.5668120718895087,tofu_phi-1_5_forget05_SimNPO_beta2.5_gamma0.1_epoch5,0.12010115780835828,0.9999999998488232,1.0,0.6920354051800135
forget05,SimNPO,2.25,0.15,5,0.8206382589042187,0.17303185539409188,0.4703858505934477,0.46530783799406394,2.44374577116149e-10,0.4958149080595935,0.4007901292076624,-92.96659514358466,0.7992054717242718,0.5533331964459279,tofu_phi-1_5_forget05_SimNPO_beta2.25_gamma0.15_epoch5,0.37192827606322465,0.9999999993790619,0.9237254086640598,0.7572925190040183
forget05,SimNPO,2.25,0.125,5,0.8406341129541397,0.19219523755434686,0.5205398814752698,0.47358950710081266,1.2127544312107394e-10,0.4906323471471257,0.4017617931753899,-95.20763099981494,0.8007022383064032,0.5600930001583955,tofu_phi-1_5_forget05_SimNPO_beta2.25_gamma0.125_epoch5,0.27621604804459887,0.9999999996918715,0.9619779519001639,0.7352690022778138
forget05,SimNPO,2.75,0.175,5,0.8197625452280044,0.1735717159089524,0.46539283625781536,0.4585553729720284,2.44374577116149e-10,0.49594302717073246,0.3985725095165745,-93.37266317907255,0.8004326909780503,0.5545892070737792,tofu_phi-1_5_forget05_SimNPO_beta2.75_gamma0.175_epoch5,0.3692319225560786,0.9999999993790619,0.9308329524464739,0.7584810584112414
forget05,SimNPO,3.0,0.125,5,0.8548445823788643,0.20942598210243651,0.5633106340467929,0.48431056454639565,1.2127544312107394e-10,0.48552114663761503,0.4026681550536268,-97.41035855081054,0.8040156720578671,0.5606397523502857,tofu_phi-1_5_forget05_SimNPO_beta3.0_gamma0.125_epoch5,0.19015645077069543,0.9999999996918715,0.9650719266292145,0.7060763356506627
forget10,SimNPO,2.5,0.2,5,0.7865621415525674,0.12135948826008398,0.39121802522800864,0.43833485389948257,4.640299916950861e-12,0.5271732060039156,0.39322743644927904,-89.71353374394758,0.7760198376700282,0.54679190592458,tofu_phi-1_5_forget10_SimNPO_beta2.5_gamma0.2_epoch5,0.6300078438573524,0.9999999999882552,0.8867093932394878,0.836515563317809
forget10,SimNPO,2.5,0.125,5,0.8274200268089771,0.15732452129244828,0.5171977303177119,0.45806459380473075,1.0229984068189572e-13,0.51428034105041,0.3977293981907906,-95.73539830416267,0.7805551001057028,0.5555736093126997,tofu_phi-1_5_forget10_SimNPO_beta2.5_gamma0.125_epoch5,0.45037914295765413,0.9999999999997868,0.9364035120082216,0.7885537536375707
forget10,SimNPO,2.25,0.175,5,0.7899331552535296,0.12492698073726992,0.4075881309621036,0.43680583433420184,2.734462451060329e-12,0.5254610433163669,0.39578965012183703,-90.33100514783585,0.7757947638258338,0.5376207007801155,tofu_phi-1_5_forget10_SimNPO_beta2.25_gamma0.175_epoch5,0.6121898694217474,0.9999999999930982,0.8348111523676757,0.8147098000054986
forget10,SimNPO,2.75,0.125,5,0.8335760949552059,0.1603348967188372,0.5364863241836428,0.4591464363928608,5.805666105234786e-14,0.5130145537112616,0.3948278916528682,-96.30833078711476,0.7827662526071072,0.5473189235057245,tofu_phi-1_5_forget10_SimNPO_beta2.75_gamma0.125_epoch5,0.43534371044252185,0.9999999999998992,0.8896916932686638,0.7692778066354464
